('2018-04-03 15:59:47.701592', 1522785587701591550, 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-04 11:31:32.190021', 1522855892190020701, 'File', '/usr/home/user/eraseme', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:25.099096', 1522897285099096112, 'File', '/var/run/ld-elf.so.hints', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 13:28:33.049865', 1522862913049864597, 'File', '/usr/home/user/eraseme/www.a7.org', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.189090', 1522897497189089699, 'File', '/usr/bin/find', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:45.899092', 1522897485899091754, 'File', '/data/update/data/update/build-meta/freebsd/amd64.amd64/sys/CADETS/modules/data/update/build-meta/freebsd/sys/modules/zlib/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:35.259097', 1522897295259097340, 'File', '/usr/local/lib/gcc6/include/c++/x86_64-portbld-freebsd12.0/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.949091', 1522897497949090634, 'File', '/usr/home/darpa/.m2/repository/classworlds/classworlds/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.949091', 1522897497949090634, 'File', '/usr/home/darpa/.m2/repository/classworlds/classworlds/1.1-alpha-2/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.939093', 1522897497939092663, 'File', '/usr/home/darpa/.m2/repository/classworlds/classworlds/1.1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:35.449095', 1522897295449095074, 'File', '/usr/local/lib/gcc6/include/c++/javax/swing/undo/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.779091', 1522897498779091194, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/mojo/mojo-parent/34/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.939093', 1522897497939092663, 'File', '/usr/home/darpa/.m2/repository/classworlds/classworlds/1.1-alpha-2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.759096', 1522897498759095742, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.13/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:43.539094', 1522897423539094096, 'File', '/data/ufs/usr/local/share/cmake/Modules/Platform/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:44.299098', 1522897304299098156, 'File', '/usr/local/share/doc/ruby24/syslog/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.779091', 1522897498779091194, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/mojo/mojo-parent/34', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.979092', 1522897497979092036, 'File', '/usr/home/darpa/.m2/repository/com/google/code/findbugs/jsr305/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.759096', 1522897498759095742, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/jackson/jackson-core-asl/1.9.13', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:35.459097', 1522897295459097324, 'File', '/usr/local/lib/gcc6/include/c++/javax/transaction/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.589092', 1522897417589091666, 'File', '/data/ufs/usr/local/include/gtk-3.0/gtk/deprecated/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.969099', 1522897497969099185, 'File', '/usr/home/darpa/.m2/repository/com/google/code/findbugs/jsr305/2.0.1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.779091', 1522897498779091194, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/mojo/mojo-parent/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.979092', 1522897497979092036, 'File', '/usr/home/darpa/.m2/repository/com/google/code/findbugs/jsr305/2.0.1/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.449091', 1522897500449090584, 'File', '/usr/local/etc/asciidoc/images/icons/callouts/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:40.349098', 1522897300349097729, 'File', '/usr/local/lib/postgresql/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.009090', 1522897498009090468, 'File', '/usr/home/darpa/.m2/repository/commons-codec/commons-codec/1.9/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.829093', 1522897498829092867, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-classworlds/2.2.3', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:27.399098', 1522897287399097929, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/mojo/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:43.579094', 1522897423579094480, 'File', '/data/ufs/usr/local/share/cmake/include/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.759092', 1522897424759092255, 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/srecode/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.979092', 1522897497979092036, 'File', '/usr/home/darpa/.m2/repository/com/google/code/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.459095', 1522897518459094604, 'File', '/usr/ports/devel/allegro-devel/files/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.979092', 1522897497979092036, 'File', '/usr/home/darpa/.m2/repository/com/google/code/findbugs/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:26.869099', 1522897526869099241, 'File', '/usr/ports/devel/subversion/work/stage/usr/local/man/ja/catn/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.759096', 1522897498759095742, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.13', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.299090', 1522897497299089697, 'File', '/etc/deploy-keys', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.769095', 1522897498769095463, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.019092', 1522897498019092159, 'File', '/usr/home/darpa/.m2/repository/commons-codec/commons-codec/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.189090', 1522897498189090231, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-tools/1.8.2/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.759096', 1522897498759095742, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/jackson/jackson-mapper-asl/1.9.13/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.829093', 1522897498829092867, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-classworlds/1.2-alpha-9', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.009090', 1522897498009090468, 'File', '/usr/home/darpa/.m2/repository/commons-codec/commons-codec/1.9', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.789090', 1522897500789089989, 'File', '/usr/local/include/boost/accumulators/framework/accumulators', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.009090', 1522897498009090468, 'File', '/usr/home/darpa/.m2/repository/commons-codec/commons-codec/1.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:45.559092', 1522897425559092003, 'File', '/data/ufs/usr/local/share/zsh/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:37.549092', 1522897417549091963, 'File', '/data/ufs/usr/local/include/gtk-3.0/unix-print/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.449091', 1522897500449090584, 'File', '/usr/local/etc/asciidoc/images/icons/callouts', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.779093', 1522897424779093456, 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/semantic/wisent/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.189090', 1522897498189090231, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-tools/1.8.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.829093', 1522897498829092867, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-classworlds/1.2-alpha-9/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.449094', 1522897518449094253, 'File', '/usr/ports/devel/allegro-devel/files', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.169092', 1522897498169092240, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-mapred/1.8.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.309090', 1522897497309090177, 'File', '/etc/devd', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.039090', 1522897498039089770, 'File', '/usr/home/darpa/.m2/repository/commons-io/commons-io/2.4/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:34.619097', 1522897294619097413, 'File', '/usr/local/lib/gcc6/include/c++/gnu/classpath/jdwp/value/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.449091', 1522897500449090584, 'File', '/usr/local/etc/asciidoc/images/icons/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.399092', 1522897497399091674, 'File', '/media', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.179092', 1522897498179092300, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-mapred/1.8.2/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.409090', 1522897497409089875, 'File', '/rescue', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:16.359089', 1522897576359089188, 'File', '/data/update/build-meta/freebsd/contrib/libstdc++/config/locale/ieee_1003.1-2001/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.039090', 1522897498039089770, 'File', '/usr/home/darpa/.m2/repository/commons-io/commons-io/2.4', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:35.309093', 1522897415309092661, 'File', '/data/ufs/usr/local/include/boost/fusion/view/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.209092', 1522897498209092433, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-toplevel/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.309090', 1522897497309090177, 'File', '/etc/dma', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.369092', 1522897497369091692, 'File', '/etc/skel', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.269092', 1522897497269092105, 'File', '/boot/modules', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.199101', 1522897498199100872, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-toplevel/1.8.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.789093', 1522897424789093417, 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/semantic/wisent', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.899090', 1522897500899090387, 'File', '/usr/local/include/boost/asio/local/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.899090', 1522897500899090387, 'File', '/usr/local/include/boost/asio/local/detail/impl/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.749095', 1522897424749094934, 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/vc/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.339091', 1522897497339091300, 'File', '/etc/periodic/weekly', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.769095', 1522897498769095463, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/mojo/exec-maven-plugin/1.4.0', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.359091', 1522897497359090851, 'File', '/etc/rc.conf.d', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.319089', 1522897497319088918, 'File', '/etc/gss', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.719091', 1522897500719090894, 'File', '/usr/local/include/atomic_ops/sysdeps/loadstore', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.159093', 1522897498159092649, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro/1.8.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.039090', 1522897498039089770, 'File', '/usr/home/darpa/.m2/repository/commons-io/commons-io/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.359091', 1522897497359090851, 'File', '/etc/rc.d', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.349090', 1522897497349089971, 'File', '/etc/periodic/weekly/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.159093', 1522897498159092649, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro/1.8.2/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.749097', 1522897498749097021, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/codehaus-parent/4', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:38.039092', 1522897418039091589, 'File', '/data/ufs/usr/local/include/xcb/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:50.149096', 1522897310149096241, 'File', '/usr/local/share/ri/2.4/system/RSS/ConversionError/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.469093', 1522897501469092568, 'File', '/usr/local/include/boost/locale/boundary/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.289092', 1522897497289091686, 'File', '/etc/cron.d', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:44.349099', 1522897304349098970, 'File', '/usr/local/share/doc/zsh/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.159093', 1522897498159092649, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-compiler/1.8.2', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.219092', 1522897498219091583, 'File', '/usr/home/darpa/.m2/repository/org/apache/commons/commons-compress/1.8.1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.199101', 1522897498199100872, 'File', '/usr/home/darpa/.m2/repository/org/apache/avro/avro-toplevel/1.8.2/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.249093', 1522897497249092863, 'File', '/boot/kernel.old', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.409090', 1522897497409089875, 'File', '/proc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.299090', 1522897497299089697, 'File', '/etc/defaults', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.899090', 1522897500899090387, 'File', '/usr/local/include/boost/asio/local/detail/impl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.209094', 1522897497209093880, 'File', '/base', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.289092', 1522897497289091686, 'File', '/etc/bluetooth', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.329093', 1522897497329093109, 'File', '/etc/pam.d', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.369092', 1522897497369091692, 'File', '/etc/ssl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.369092', 1522897497369091692, 'File', '/etc/ssh', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.809094', 1522897500809094100, 'File', '/usr/local/include/boost/accumulators/statistics/variates/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.429091', 1522897500429091093, 'File', '/usr/local/etc/asciidoc/docbook-xsl', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.289092', 1522897497289091686, 'File', '/etc/autofs', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.019092', 1522897498019092159, 'File', '/usr/home/darpa/.m2/repository/commons-collections/commons-collections/3.2.1/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:52.139098', 1522897312139097555, 'File', '/usr/local/share/xsl/docbook/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.219092', 1522897497219092091, 'File', '/boot/defaults', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:20.469089', 1522897580469088554, 'File', '/data/update/build-meta/freebsd/crypto/heimdal/doc/doxyout/hx509/man/man3/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.019092', 1522897498019092159, 'File', '/usr/home/darpa/.m2/repository/commons-collections/commons-collections/3.2.1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.459093', 1522897500459093385, 'File', '/usr/local/etc/asciidoc/themes/volnitsky/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.799090', 1522897500799089790, 'File', '/usr/local/include/boost/accumulators/framework/parameters/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.809094', 1522897500809094100, 'File', '/usr/local/include/boost/accumulators/statistics/variates', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.369092', 1522897497369091692, 'File', '/etc/zfs', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.289092', 1522897497289091686, 'File', '/etc/X11', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.749097', 1522897498749097021, 'File', '/usr/home/darpa/.m2/repository/org/codehaus/codehaus-parent/4/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
