('2018-04-03 15:59:47.701592', 1522785587701591550, 'Netflow', '128.55.12.10:53', 'EVENT_RECVFROM', 'Subject', 'lsof', '2018-04-03 13:14:39.611822632~2018-04-03 16:02:55.071588226_0')
('2018-04-04 23:03:44.559095', 1522897424559094920, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/forms', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.559095', 1522897424559094920, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/gnus', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.679093', 1522897424679093219, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/tree-widget/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.569093', 1522897424569092521, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/custom', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.579093', 1522897424579092612, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/ezimage', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.579093', 1522897424579092612, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/gnus', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.579093', 1522897424579092612, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/gud', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.649094', 1522897424649093647, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.619092', 1522897424619092265, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/allout-widgets/light-bg/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.609092', 1522897424609091654, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/allout-widgets/dark-bg', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.609092', 1522897424609091654, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/allout-widgets/light-bg', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.649094', 1522897424649093647, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/scalable/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.619092', 1522897424619092265, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/128x128/apps/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.619092', 1522897424619092265, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/128x128/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.629091', 1522897424629090885, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/16x16/apps/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.619092', 1522897424619092265, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/16x16/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.629091', 1522897424629090885, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/24x24/apps/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.629091', 1522897424629090885, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/24x24/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.629091', 1522897424629090885, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/32x32/apps/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.629091', 1522897424629090885, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/32x32/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.639094', 1522897424639093586, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/48x48/apps/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.639094', 1522897424639093586, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/48x48/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.649094', 1522897424649093647, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/scalable/mimetypes/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.649094', 1522897424649093647, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/scalable/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.649094', 1522897424649093647, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/icons/hicolor/scalable/mimetypes', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.649094', 1522897424649093647, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/low-color', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.659092', 1522897424659092468, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/mail', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.659092', 1522897424659092468, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/mpc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.659092', 1522897424659092468, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/newsticker', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.679093', 1522897424679093219, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/smilies/medium/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.669092', 1522897424669092438, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/smilies/grayscale', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.669092', 1522897424669092438, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/smilies/medium', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.679093', 1522897424679093219, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/tree-widget/folder/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.679093', 1522897424679093219, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/tree-widget/default', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.679093', 1522897424679093219, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/images/tree-widget/folder', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.689092', 1522897424689091850, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/nxml', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.689092', 1522897424689091850, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/org', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.689092', 1522897424689091850, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/refcards', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.699092', 1522897424699092200, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/schema', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.699092', 1522897424699092200, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/srecode', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.709094', 1522897424709093651, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/themes', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.709094', 1522897424709093651, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/etc/tutorials', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.739099', 1522897424739098543, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/calc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.749095', 1522897424749094934, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/calendar', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.759092', 1522897424759092255, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/ede', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.769093', 1522897424769093055, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/semantic/analyze', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.769093', 1522897424769093055, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/semantic/bovine', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.779093', 1522897424779093456, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/semantic/decorate', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:03:44.779093', 1522897424779093456, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/emacs/25.3/lisp/cedet/semantic/symref', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:20.479090', 1522897580479089755, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/update/build-meta/freebsd/crypto/heimdal/doc/doxyout/krb5/html', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.449094', 1522897518449094253, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/ports/devel/allegro/files/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.669091', 1522897498669091256, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/shared/maven-shared-io/1.1', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.679091', 1522897500679090951, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/alsa/sound/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:59.109094', 1522897499109093828, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/usr/home/darpa/.m2/repository/org/sonatype/oss/oss-parent/5', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.389091', 1522897498389090686, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/apache/maven/maven-model-builder/3.0/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.719091', 1522897500719090894, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/atomic_ops/sysdeps/icc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.459093', 1522897500459093385, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/etc/asciidoc/stylesheets', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.509090', 1522897501509090401, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/boost/log/keywords', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.949093', 1522897498949092566, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-utils/2.0.5', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.779090', 1522897501779090280, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/boost/predef/hardware/simd/x86_amd', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.729091', 1522897500729091085, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/atomic_ops/sysdeps/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.249093', 1522897498249092635, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/apache/commons/commons-parent/9', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.579090', 1522897569579090479, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/icons/hicolor/scalable/stock/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.439091', 1522897500439091274, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/etc/asciidoc/filters/latex', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.479090', 1522897500479089666, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/etc/dbus-1/system.d', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:34.989100', 1522897294989099910, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/lib/gcc6/include/c++/gnu/javax/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.569090', 1522897569569089559, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/data/ufs/usr/local/share/icons/hicolor/scalable/stock/net', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.599088', 1522897569599087561, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/icons/locolor/32x32/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.749090', 1522897500749090246, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/avahi-compat-howl/salt', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:20.509088', 1522897580509087967, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/update/build-meta/freebsd/crypto/heimdal/doc/doxyout/wind/man/man3', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.029090', 1522897501029090386, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/boost/callable_traits/detail/unguarded', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.939094', 1522897498939093555, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.5', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:01:48.819096', 1522897308819096434, 'Subject', 'find', 'EVENT_CLOSE', 'File', '/usr/local/share/ri/2.4/system/RSS/ITunesChannelModel/ITunesCategory', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.029090', 1522897501029090386, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/boost/callable_traits/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.099105', 1522897498099105465, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/log4j/log4j/1.2.17/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.419090', 1522897569419090438, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/icons/hicolor/512x512/stock/net', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.989092', 1522897497989092457, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/com/thoughtworks/paranamer/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.949093', 1522897498949092566, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-utils/1.5.6', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:01.029090', 1522897501029090386, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/boost/callable_traits/detail/unguarded/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.959097', 1522897498959096637, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-utils/3.0.20', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:18.439091', 1522897518439090793, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/ports/devel/allegro/files', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.929093', 1522897498929093105, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus-utils/1.4.5', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:02:09.539101', 1522897329539101148, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/ports/devel/boehm-gc/work/stage/usr/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:20.509088', 1522897580509087967, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/update/build-meta/freebsd/crypto/heimdal/doc/doxyout/wind/html', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:12.259092', 1522897512259091817, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/obj', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.599088', 1522897569599087561, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/icons/locolor/32x32/apps', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:58.779091', 1522897498779091194, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/org/codehaus/plexus/plexus/1.0.10', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.429091', 1522897500429091093, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/etc/asciidoc/dblatex', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.719091', 1522897500719090894, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/atomic_ops/sysdeps/ibmc', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:09.579090', 1522897569579090479, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/ufs/usr/local/share/icons/hicolor/scalable/stock/table', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:06:20.509088', 1522897580509087967, 'Subject', 'find', 'EVENT_OPEN', 'File', '/data/update/build-meta/freebsd/crypto/heimdal/doc/doxyout/wind/man/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.629089', 1522897500629089457, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/ImageMagick-6/wand', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:04:57.999092', 1522897497999091647, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/home/darpa/.m2/repository/commons-cli/commons-cli/1.2/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
('2018-04-04 23:05:00.929092', 1522897500929091509, 'Subject', 'find', 'EVENT_OPEN', 'File', '/usr/local/include/boost/atomic/detail/..', '2018-04-04 11:31:32.190020701~2018-04-04 23:06:20.509087967_0')
